cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ111,Data Protection,Article 28,"The carrying-out of processing by a processor should be governed by a contract or other legal act under Union or Member State law, binding the processor to the controller""",Which regulation requires that processing by a processor be governed by a contract or legal act under Union or Member State law?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ112,Data Protection,Article 24,"the controller should be obliged to implement appropriate and effective measures and be able to demonstrate the compliance of processing activities with this Regulation""",What resource must be protected through appropriate technical and organisational measures according to the controller's obligations?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ113,Data Protection,Article 30,"Each controller and processor should be obliged to cooperate with the supervisory authority and make those records, on request, available to it""",Which role is subject to an obligation to cooperate with supervisory authorities upon request?,"cco:Obligation, cco:Role, cco:appliesToRole",,,
CQ114,Data Protection,Article 27,"The designated representative should perform its tasks according to the mandate received from the controller or processor, including cooperating with the competent supervisory authorities""",What action must a representative of a non-EU controller or processor perform in relation to supervisory authorities?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ115,Data Protection,Article 22,"Automated decision-making and profiling based on special categories of personal data should be allowed only under specific conditions""",Which regulation specifies norms that apply to the processing of special categories of personal data through automated decision-making?,"cco:Condition, cco:Permission, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",,,
CQ116,Data Protection,Article 22,"Automated decision-making and profiling based on special categories of personal data should be allowed only under specific conditions""",What condition must be satisfied for profiling based on special categories of personal data to be permitted?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ117,Data Protection,Article 25,"The principles of data protection by design and by default should also be taken into consideration in the context of public tenders""",Which obligation applies to controllers in the context of public tenders concerning data protection?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ118,Data Protection,Article 32,"the controller or processor should evaluate the risks inherent in the processing and implement measures to mitigate those risks, such as encryption""",What action must a controller take to ensure security of personal data in relation to potential risks?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ119,Data Protection,Article 32,"Those measures should ensure an appropriate level of security, including confidentiality, taking into account the state of the art and the costs of implementation""",Which regulation specifies obligations for controllers to implement measures ensuring confidentiality and security of personal data?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ120,Data Protection,Article 33(1),"the controller should notify the personal data breach to the supervisory authority without undue delay and, where feasible, not later than 72 hours after having become aware of it""",Which obligation requires the controller to notify the supervisory authority of a personal data breach without undue delay and within 72 hours of becoming aware of it?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ121,Data Protection,Article 33(1),"unless the controller is able to demonstrate [...] that the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons""",Under what condition is the obligation to notify the supervisory authority about a personal data breach waived?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ122,Data Protection,Article 33(1),"the reasons for the delay should accompany the notification and information may be provided in phases without undue further delay""",What action must the controller take if notification of a personal data breach cannot be made within 72 hours?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
