cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score
CQ475,Education,293,"please see paragraphs 288 to 291""",What action is required of the provider when an apprentice intends to use KIT/SPLIT days during maternity or adoption leave?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ476,Education,299.2,"Inform them when the apprentice has transferred to a new version.""",Is there an obligation for providers to inform the end-point assessment organisation when an apprentice transfers to a new version of the standard?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ477,Education,299.1,"Confirm with them that they will be approved and ready... before enabling the apprentice to move versions""",Under what condition must a provider confirm with the end-point assessment organisation that they are ready to deliver assessment for the new version?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ478,Education,301,"the apprentice must not transfer to the new version""",What obligation applies if no end-point assessment organisation can deliver the assessment for the new version by the required time?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ479,Education,295.2,"update both the apprenticeship agreement and the training plan to reflect this agreement""",Must providers update both the apprenticeship agreement and training plan when an apprentice changes version?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ480,Education,296,"delivers occupational competence in all aspects of the new standard version""",Is there an obligation for providers to ensure training delivers occupational competence under the new standard after a version change?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ481,Education,297,"Apprentices must not move back to a previous version of the same standard""",Does a prohibition exist against apprentices moving back to a previous version of the same standard after switching?,"cco:Prohibition, cco:hasAction",,
CQ482,Education,302,"record them on the ILR on the standard that they started on""",What resource must continue to be used in ILR reporting even after an apprentice moves to a new version?,"cco:Obligation, cco:hasObject, cco:regulates",,
CQ483,Education,303,"ensure that the apprentice’s details in the service are updated to assign them on to the new version""",Must providers update apprentice details in the apprenticeship service when moving to a new version?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ484,Education,304,"combined duration... meets the apprenticeship minimum duration requirements""",Is there an obligation for providers to ensure the combined duration meets minimum apprenticeship duration requirements after a version change?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ485,Education,305,"they will continue on the same funding band that they started on""",Does funding band remain unchanged when an apprentice moves to a new version of the same standard?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ486,Education,308,"if the overall cost is more than the funding band maximum... the employer must pay in full the difference""",What condition must be met for an employer to pay the difference if the negotiated price exceeds the funding band maximum?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ487,Education,310,"Providers must hold evidence to assure us that they are using apprenticeship funding appropriately""",Must providers hold evidence that apprenticeship funding is used appropriately?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ488,Education,310.1,"Providers must make this evidence pack available to us on request""",Must providers make the evidence pack available upon request?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ489,Education,312,"providers must ensure it is non-refutable""",Is there an obligation for providers to ensure electronic signatures are non-refutable?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ490,Education,312,"both must be held""",Must providers keep both old and new versions of documents when renewing a signed document?,"cco:Obligation, cco:hasAction",,
CQ491,Education,315,"Providers must accurately complete all ILR fields for an apprentice""",Must providers accurately complete all ILR fields for an apprentice?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ492,Education,316,"The ILR must accurately reflect what has happened""",Must the ILR accurately reflect what has happened regarding apprenticeship delivery?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ493,Education,298,"Apprentices who are returning from a break in learning may return to the version... even where it has been closed to new starts""","Can apprentices return to the version of the standard they were on before a break in learning, even if it is closed to new starts?","cco:Permission, cco:appliesUnder, cco:hasAction",,
