cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason
CQ075,Finance,64.d,"review and monitor the independence of the statutory auditors or the audit firms...""",What action must the audit committee perform regarding the independence of statutory auditors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a specific role (audit committee) to perform an action (review and monitor), which can be represented using CCO classes and properties."
CQ076,Finance,64.f,"be responsible for the procedure for the selection of external statutory auditor(s) or audit firm(s)...""",Which obligation requires the audit committee to be responsible for the selection procedure of external statutory auditors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation that applies to a specific role (audit committee) and involves an action (being responsible for the selection procedure), which can be represented using CCO classes and properties."
CQ077,Finance,64.g,"review the audit scope and frequency of the statutory audit of annual or consolidated accounts...""",What resource is the audit committee's obligation related to when reviewing audit scope and frequency?,"cco:Obligation, cco:appliesToRole, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (reviewing audit scope and frequency) that applies to a role (audit committee) and relates to a resource (audit scope and frequency), which can be represented using CCO's Obligation, appliesToRole, and hasObject properties."
CQ078,Finance,64.h,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit...""",Which obligation requires the audit committee to inform the supervisory body about the outcome of the statutory audit?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (informing the outcome) that applies to a role (audit committee) and involves an action (inform), which can be represented using CCO classes and properties."
CQ079,Finance,65,"competent authorities may allow institutions that are not considered significant to combine the risk committee with... the audit committee...""",Does the regulation allow combining the risk committee with the audit committee for non-significant institutions?,"cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a permission for competent authorities to allow an action under a specific condition, which can be represented using CCO's Permission, appliesToRole, appliesUnder, and hasAction properties with generic class mappings."
CQ080,Finance,66,"Where risk and nomination committees are established in non-significant institutions, they may combine the committees.""",Under what condition can non-significant institutions combine the risk and nomination committees?,"cco:Permission, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for non-significant institutions to combine committees under a specific condition, which can be represented using CCO's Permission class, appliesUnder property, and hasAction property with generic mappings for roles and actions."
CQ081,Finance,68,"The management body of an institution should ensure a suitable and transparent organisational and operational structure...""",What obligation does the management body have regarding the organisational structure of the institution?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation directed at a specific role (management body) with an action (ensuring a suitable and transparent structure), which can be represented using cco:Obligation, cco:appliesToRole, and cco:hasAction."
CQ082,Finance,68,"The management body should ensure that the internal control functions are independent of the business lines they control...""",Which obligation requires the management body to ensure independence of internal control functions from business lines?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (using ""should"") directed at a role (""management body"") with a specified action (""ensure independence""), which can be represented using CCO classes and properties."
CQ083,Finance,68,"they have the appropriate financial and human resources as well as powers to effectively perform their role.""",What resource must be adequately allocated to internal control functions according to the management body's obligations?,"cco:Obligation, cco:allocatedTo, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the management body (Agent) to allocate appropriate resources (Resource) to internal control functions (Role), which can be represented using cco:Obligation, cco:allocatedTo, and cco:hasObject properties."
CQ084,Finance,70,"The management body should assess whether and how material changes to the group’s structure... impact the soundness...""",Which obligation requires the management body to assess the impact of material changes to the group’s structure?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation directed at a specific role (management body) with an action (assess impact) and a condition (material changes to group's structure), all representable using CCO classes and properties."
